cdate,hit_counter,visit_counter
2019-09-29,15,8
2019-09-30,14,7
2019-10-01,43,4
2019-10-02,18,9
2019-10-03,24,8
2019-10-04,24,9
2019-10-05,34,7
2019-10-06,41,9
2019-10-07,15,9
2019-10-08,50,10
2019-10-09,7,4
2019-10-10,21,9
2019-10-11,13,3
2019-10-12,40,12
2019-10-13,45,15
2019-10-14,24,4
2019-10-15,14,8
2019-10-16,18,5
2019-10-17,14,9
2019-10-18,97,10
2019-10-19,13,8
2019-10-20,20,8
2019-10-21,20,8
2019-10-22,23,7
2019-10-23,15,8
2019-10-24,10,6
2019-10-25,13,6
2019-10-26,12,8
2019-10-27,30,11
2019-10-28,10,5
2019-10-29,16,9
2019-10-30,12,6
2019-10-31,10,9
2019-11-01,10,7
2019-11-02,21,11
2019-11-03,28,13
2019-11-04,15,9
2019-11-05,24,7
2019-11-06,18,5
2019-11-07,8,3
2019-11-08,106,18
2019-11-09,45,9
2019-11-10,55,13
2019-11-11,47,6
2019-11-12,29,6
2019-11-13,52,9
2019-11-14,144,13
2019-11-15,82,10
2019-11-16,161,10
2019-11-17,234,20
2019-11-18,67,8
2019-11-19,62,7
2019-11-20,30,3
2019-11-21,20,2
2019-11-22,16,2
2019-11-23,3,1
2019-11-24,122,6
2019-11-25,14,2
2019-11-26,22,3
2019-11-27,13,2
2019-11-28,26,3
2019-11-30,45,9
2019-12-01,30,7
2019-12-02,10,2
2019-12-03,48,4
2019-12-04,8,3
2019-12-05,2,2
2019-12-07,1,1
2019-12-08,80,13
2019-12-09,52,9
2019-12-10,210,13
2019-12-11,104,13
2019-12-12,39,5
2019-12-13,195,12
2019-12-14,323,13
2019-12-15,242,22
2019-12-16,97,15
2019-12-17,326,26
2019-12-18,150,12
2019-12-19,37,9
2019-12-20,62,8
2019-12-21,35,9
2019-12-22,60,7
2019-12-23,24,2
2019-12-24,30,2
2019-12-25,5,2
2019-12-26,26,2
2019-12-27,41,4
2019-12-28,15,3
2019-12-29,108,5
2019-12-30,42,2
2019-12-31,26,3
2020-01-01,8,2
2020-01-02,10,4
2020-01-03,61,6
2020-01-04,13,6
2020-01-05,69,5
2020-01-06,10,1
2020-01-07,63,3
2020-01-08,9,2
2020-01-09,12,3
2020-01-10,6,2
2020-01-11,20,2
2020-01-12,5,3
2020-01-13,7,3
2020-01-14,32,4
2020-01-15,3,2
2020-01-17,10,2
2020-01-18,46,2
2020-01-19,16,1
2020-01-20,35,2
2020-01-21,4,1
2020-01-22,23,2
2020-01-24,12,4
2020-01-25,2,1
2020-01-27,31,2
2020-01-28,2,1
2020-01-29,10,3
2020-01-30,4,1
2020-01-31,32,4
2020-02-02,5,2
2020-02-03,29,2
2020-02-04,11,2
2020-02-05,1,1
2020-02-06,1,1
2020-02-08,45,2
2020-02-09,30,3
2020-02-10,11,2
2020-02-11,8,1
2020-02-12,4,2
2020-02-13,3,2
2020-02-14,10,1
2020-02-15,12,2
2020-02-16,2,1
2020-02-18,19,2
2020-02-19,14,4
2020-02-20,11,2
2020-02-21,11,1
2020-02-24,11,2
2020-02-25,1,1
2020-02-28,5,1
2020-03-01,17,5
2020-03-04,3,1
2020-03-05,10,1
2020-03-07,1,1
2020-03-08,45,3
2020-03-09,1,1
2020-03-11,8,2
2020-03-12,1,1
2020-03-13,1,1
2020-03-14,11,1
2020-03-15,8,3
2020-03-16,7,1
2020-03-17,2,2
2020-03-20,39,2
2020-03-22,2,1
2020-03-25,12,3
2020-03-26,1,1
2020-03-28,11,2
2020-03-30,3,2
2020-04-03,4,2
2020-04-04,21,4
2020-04-05,22,4
2020-04-06,1,1
2020-04-07,21,1
2020-04-08,2,1
2020-04-09,69,1
2020-04-10,60,2
2020-04-11,1,1
2020-04-13,18,1
2020-04-15,2,1
2020-04-16,5,2
2020-04-18,8,3
2020-04-19,1,1
2020-04-20,1,1
2020-04-21,3,2
2020-04-22,13,2
2020-04-26,4,1
2020-04-28,2,1
2020-04-29,35,1
2020-04-30,25,6
2020-05-01,1,1
2020-05-02,15,4
2020-05-03,11,4
2020-05-04,2,1
2020-05-05,10,4
2020-05-06,13,3
2020-05-08,8,2
2020-05-09,2,1
2020-05-10,11,3
2020-05-12,3,2
2020-05-13,5,3
2020-05-14,21,3
2020-05-15,18,4
2020-05-16,11,3
2020-05-17,11,3
2020-05-18,3,1
2020-05-19,1,1
2020-05-21,38,7
2020-05-22,3,2
2020-05-23,9,1
2020-05-24,23,2
2020-05-25,12,1
2020-05-27,25,1
2020-05-28,1,1
2020-05-29,38,5
2020-05-30,4,3
2020-05-31,4,1
2020-06-01,67,3
2020-06-02,16,2
2020-06-03,16,3
2020-06-04,19,7
2020-06-05,2,1
2020-06-06,3,1
2020-06-07,10,4
2020-06-08,8,2
2020-06-09,4,2
2020-06-10,18,3
2020-06-11,19,1
2020-06-13,5,2
2020-06-14,2,2
2020-06-15,17,3
2020-06-16,9,4
2020-06-17,15,3
2020-06-18,8,1
2020-06-20,4,1
2020-06-23,1,1
2020-06-24,25,3
2020-06-25,56,3
2020-06-26,3,3
2020-06-27,9,3
2020-06-28,30,3
2020-06-29,10,3
2020-06-30,180,21
2020-07-01,29,9
2020-07-02,124,20
2020-07-03,21,10
2020-07-04,1,1
2020-07-05,20,4
2020-07-06,4,1
2020-07-07,2,1
2020-07-08,4,1
2020-07-09,8,2
2020-07-10,14,2
2020-07-11,1,1
2020-07-12,6,2
2020-07-13,5,2
2020-07-14,9,1
2020-07-15,7,2
2020-07-16,1,1
2020-07-18,8,2
2020-07-19,16,2
2020-07-20,8,3
2020-07-21,2,1
2020-07-22,12,2
2020-07-23,13,3
2020-07-24,1,1
2020-07-25,15,2
2020-07-26,2,1
2020-07-28,8,3
2020-07-29,3,2
2020-07-30,40,3
2020-07-31,9,2
2020-08-01,14,1
2020-08-02,1,1
2020-08-03,1,1
2020-08-04,8,3
2020-08-06,8,2
2020-08-07,4,1
2020-08-09,34,1
2020-08-10,8,3
2020-08-11,1,1
2020-08-12,13,1
2020-08-13,4,1
2020-08-14,33,2
2020-08-15,1,1
2020-08-17,21,1
2020-08-18,2,1
2020-08-19,18,2
2020-08-20,42,2
2020-08-21,16,3
2020-08-23,5,2
2020-08-24,2,1
2020-08-26,1,1
2020-08-28,8,1
2020-08-29,43,5
2020-08-30,5,4
2020-08-31,63,9
2020-09-01,34,12
2020-09-02,29,2
2020-09-03,9,7
2020-09-04,12,3
2020-09-05,13,4
2020-09-06,5,3
2020-09-07,1,1
2020-09-08,72,12
2020-09-09,23,4
2020-09-10,8,4
2020-09-11,5,2
2020-09-12,1,1
2020-09-13,1,1
2020-09-14,25,3
2020-09-15,38,8
2020-09-16,84,5
2020-09-17,85,4
2020-09-18,4,2
2020-09-19,17,6
2020-09-20,1,1
2020-09-21,54,4
2020-09-22,6,5
2020-09-23,17,4
2020-09-24,11,4
2020-09-25,16,5
2020-09-26,17,5
2020-09-27,3,2
2020-09-28,40,10
2020-09-29,8,2
2020-09-30,37,6
2020-10-01,9,3
2020-10-02,21,3
2020-10-03,5,4
2020-10-04,10,4
2020-10-05,27,5
2020-10-06,61,8
2020-10-07,2,2
2020-10-08,2,2
2020-10-09,38,6
2020-10-10,12,3
2020-10-11,14,2
2020-10-12,102,6
2020-10-13,6,5
2020-10-14,11,5
2020-10-15,2,2
2020-10-16,2,2
2020-10-17,12,2
2020-10-18,6,2
2020-10-19,33,8
2020-10-20,42,7
2020-10-21,24,7
2020-10-22,1,1
2020-10-23,66,5
2020-10-24,1,1
2020-10-25,1,1
2020-10-26,5,4
2020-10-27,49,2
2020-10-28,6,3
2020-10-29,5,4
2020-10-30,4,3
2020-10-31,5,5
2020-11-01,1,1
2020-11-02,4,3
2020-11-03,4,3
2020-11-04,1,1
2020-11-05,5,4
2020-11-06,46,3
2020-11-07,24,4
2020-11-08,66,4
2020-11-09,124,18
2020-11-10,14,5
2020-11-11,24,4
2020-11-12,19,7
2020-11-13,4,4
2020-11-14,35,6
2020-11-15,81,4
2020-11-16,32,6
2020-11-17,5,3
2020-11-18,21,6
2020-11-19,56,8
2020-11-20,19,3
2020-11-21,45,6
2020-11-22,1,1
2020-11-23,22,5
2020-11-24,8,2
2020-11-25,5,3
2020-11-26,7,5
2020-11-27,33,6
2020-11-28,44,6
2020-11-29,4,3
2020-11-30,4,2
2020-12-01,25,8
2020-12-02,18,8
2020-12-03,223,9
2020-12-04,50,5
2020-12-05,40,7
2020-12-06,94,8
2020-12-07,42,8
2020-12-08,29,7
2020-12-09,6,3
2020-12-10,88,6
2020-12-11,8,2
2020-12-12,43,1
2020-12-13,10,2
2020-12-15,35,4
2020-12-16,22,3
2020-12-17,2,2
2020-12-18,2,1
2020-12-19,14,2
2020-12-23,9,2
2020-12-24,33,4
2020-12-25,7,1
2020-12-26,62,3
2020-12-27,70,7
2020-12-28,1,1
2020-12-29,18,4
2020-12-30,23,2
2020-12-31,6,3
2021-01-01,18,3
2021-01-02,15,1
2021-01-03,25,1
2021-01-04,12,3
2021-01-05,28,4
2021-01-06,43,3
2021-01-07,6,4
2021-01-08,2,2
2021-01-09,26,3
2021-01-10,1,1
2021-01-11,14,3
2021-01-12,9,3
2021-01-13,22,4
2021-01-14,7,1
2021-01-15,1,1
2021-01-16,22,4
2021-01-17,1,1
2021-01-18,4,1
2021-01-19,1,1
2021-01-20,24,5
2021-01-21,1,1
2021-01-22,14,3
2021-01-23,19,5
2021-01-24,10,1
2021-01-25,1,1
2021-01-27,5,1
2021-01-28,45,5
2021-01-29,20,1
2021-01-30,2,2
2021-01-31,7,4
2021-02-01,23,5
2021-02-02,38,8
2021-02-03,15,4
2021-02-04,25,4
2021-02-05,4,2
2021-02-06,8,5
2021-02-07,10,3
2021-02-08,18,6
2021-02-09,46,10
2021-02-10,1,1
2021-02-11,1,1
2021-02-12,31,5
2021-02-13,50,4
2021-02-14,16,3
2021-02-17,3,2
2021-02-18,17,2
2021-02-19,7,5
2021-02-20,38,2
2021-02-21,9,2
2021-02-23,1,1
2021-02-24,3,2
2021-02-25,4,1
2021-03-01,9,1
2021-03-02,9,1
2021-03-03,1,1
2021-03-07,9,3
2021-03-08,6,3
2021-03-09,8,2
2021-03-10,15,2
2021-03-11,16,2
2021-03-12,1,1
2021-03-13,9,2
2021-03-15,5,1
2021-03-16,9,1
2021-03-17,21,1
2021-03-22,24,2
2021-03-25,12,1
2021-03-26,23,5
2021-03-28,4,2
2021-03-29,2,1
2021-03-30,11,2
2021-03-31,54,1
2021-04-01,3,1
2021-04-03,12,3
2021-04-04,11,1
2021-04-06,45,1
2021-04-07,8,2
2021-04-08,6,2
2021-04-10,5,2
2021-04-11,24,3
2021-04-12,40,3
2021-04-13,2,1
2021-04-14,2,1
2021-04-15,25,3
2021-04-17,2,2
2021-04-18,2,2
2021-04-19,2,1
2021-04-20,2,1
2021-04-21,41,10
2021-04-23,2,1
2021-04-24,5,2
2021-04-25,3,3
2021-04-26,6,3
2021-04-27,13,3
2021-04-28,6,1
2021-04-29,10,3
2021-04-30,9,1
2021-05-02,1,1
2021-05-04,10,3
2021-05-05,1,1
2021-05-06,8,2
2021-05-07,4,2
2021-05-08,11,1
2021-05-09,2,1
2021-05-12,3,1
2021-05-13,21,3
2021-05-14,5,3
2021-05-15,7,1
2021-05-16,3,2
2021-05-17,15,3
2021-05-18,3,1
2021-05-19,1,1
2021-05-20,37,3
2021-05-21,9,3
2021-05-22,31,3
2021-05-24,17,3
2021-05-27,3,1
2021-05-29,4,1
2021-05-30,2,1
2021-05-31,9,1
2021-06-01,12,2
2021-06-03,15,2
2021-06-04,1,1
2021-06-09,13,3
2021-06-10,13,2
2021-06-11,22,2
2021-06-12,4,1
2021-06-13,14,4
2021-06-14,36,2
2021-06-15,10,1
2021-06-17,3,2
2021-06-19,1,1
2021-06-20,23,4
2021-06-21,14,2
2021-06-22,6,3
2021-06-23,4,2
2021-06-24,8,3
2021-06-25,1,1
2021-06-26,19,3
2021-06-27,3,2
2021-06-28,15,3
2021-06-29,3,2
2021-06-30,12,2
2021-07-01,15,3
2021-07-02,8,3
2021-07-03,1,1
2021-07-04,5,2
2021-07-05,4,2
2021-07-06,1,1
2021-07-07,22,2
2021-07-08,1,1
2021-07-09,6,2
2021-07-10,4,2
2021-07-11,1,1
2021-07-12,10,3
2021-07-13,6,3
2021-07-14,40,3
2021-07-15,4,2
2021-07-16,1,1
2021-07-17,1,1
2021-07-18,1,1
2021-07-19,27,4
2021-07-20,5,3
2021-07-21,4,3
2021-07-22,1,1
2021-07-23,3,2
2021-07-24,1,1
2021-07-25,15,4
2021-07-26,7,3
2021-07-27,2,2
2021-07-28,3,2
2021-07-29,1,1
2021-07-30,3,2
2021-07-31,1,1
2021-08-01,3,2
2021-08-02,1,1
2021-08-03,2,2
2021-08-04,2,2
2021-08-05,65,4
2021-08-06,4,3
2021-08-07,36,3
2021-08-08,1,1
2021-08-09,1,1
2021-08-10,30,3
2021-08-11,1,1
2021-08-12,1,1
2021-08-13,1,1
2021-08-14,7,2
2021-08-15,1,1
2021-08-16,26,3
2021-08-17,5,2
2021-08-18,1,1
2021-08-19,78,3
2021-08-20,1,1
2021-08-21,2,2
2021-08-22,7,2
2021-08-23,1,1
2021-08-24,13,3
2021-08-25,8,2
2021-08-26,13,3
2021-08-28,2,2
2021-08-29,35,5
2021-08-30,1,1
2021-08-31,1,1
2021-09-01,57,4
2021-09-02,1,1
2021-09-03,8,3
2021-09-04,9,3
2021-09-05,1,1
2021-09-06,2,2
2021-09-07,8,3
2021-09-08,30,4
2021-09-09,8,3
2021-09-10,5,3
2021-09-11,1,1
2021-09-12,1,1
2021-09-13,3,2
2021-09-14,5,3
2021-09-15,13,3
2021-09-16,25,4
2021-09-17,1,1
2021-09-18,2,2
2021-09-19,16,4
2021-09-20,18,3
2021-09-21,1,1
2021-09-22,2,2
2021-09-23,7,1
2021-09-24,3,3
2021-09-25,1,1
2021-09-26,5,2
2021-09-27,3,2
2021-09-28,2,2
2021-09-29,1,1
2021-09-30,1,1
2021-10-01,32,3
2021-10-02,96,3
2021-10-03,1,1
2021-10-04,67,3
2021-10-05,11,4
2021-10-06,2,2
2021-10-07,4,3
2021-10-08,1,1
2021-10-09,1,1
2021-10-10,8,2
2021-10-11,4,2
2021-10-12,5,2
2021-10-13,2,2
2021-10-14,1,1
2021-10-15,1,1
2021-10-16,1,1
2021-10-17,15,4
2021-10-18,1,1
2021-10-19,12,3
2021-10-20,2,2
2021-10-21,14,2
2021-10-22,1,1
2021-10-23,13,3
2021-10-24,3,2
2021-10-25,3,2
2021-10-26,1,1
2021-10-27,3,2
2021-10-28,3,3
2021-10-29,15,6
2021-10-30,26,4
2021-10-31,3,2
2021-11-01,8,2
2021-11-02,5,3
2021-11-03,13,2
2021-11-04,4,3
2021-11-05,1,1
2021-11-06,7,3
2021-11-07,14,2
2021-11-08,1,1
2021-11-09,7,3
2021-11-10,2,1
2021-11-11,1,1
2021-11-12,1,1
2021-11-13,1,1
2021-11-14,2,2
2021-11-15,6,3
2021-11-16,15,3
2021-11-17,14,4
2021-11-18,20,4
2021-11-19,14,5
2021-11-20,63,5
2021-11-21,14,5
2021-11-22,18,3
2021-11-23,41,5
2021-11-24,31,3
2021-11-25,10,3
2021-11-26,1,1
2021-11-28,56,5
2021-11-29,52,7
2021-11-30,14,5
2021-12-01,3,3
2021-12-02,14,2
2021-12-03,3,2
2021-12-04,74,6
2021-12-05,18,5
2021-12-06,32,6
2021-12-07,8,4
2021-12-08,3,3
2021-12-09,17,3
2021-12-10,1,1
2021-12-11,1,1
2021-12-12,8,2
2021-12-13,9,3
2021-12-14,26,3
2021-12-15,1,1
2021-12-16,4,3
2021-12-17,1,1
2021-12-18,1,1
2021-12-19,16,2
2021-12-20,2,1
2021-12-21,16,5
2021-12-22,31,5
2021-12-24,17,1
2021-12-25,2,1
2021-12-26,1,1
2021-12-27,16,2
2021-12-30,2,1
2021-12-31,1,1
2022-01-02,15,2
2022-01-04,55,4
2022-01-05,1,1
2022-01-06,7,2
2022-01-07,5,3
2022-01-08,2,2
2022-01-09,2,1
2022-01-10,8,1
2022-01-13,5,1
2022-01-14,29,3
2022-01-16,5,1
2022-01-20,8,1
2022-01-21,12,1
2022-01-26,4,2
2022-01-27,13,2
2022-01-28,7,1
2022-01-29,13,2
2022-01-30,26,3
2022-01-31,1,1
2022-02-01,2,2
2022-02-02,2,2
2022-02-03,23,2
2022-02-05,2,2
2022-02-08,2,2
2022-02-10,2,1
2022-02-12,21,2
2022-02-15,28,2
2022-02-17,1,1
2022-02-18,8,4
2022-02-19,32,2
2022-02-20,3,1
2022-02-21,1,1
2022-02-23,4,1
2022-02-28,1,1
2022-03-01,36,3
2022-03-02,2,1
2022-03-07,4,1
2022-03-08,13,1
2022-03-10,5,1
2022-03-11,8,1
2022-03-12,1,1
2022-03-16,30,2
2022-03-21,2,1
2022-03-23,16,2
2022-03-25,2,1
2022-03-26,1,1
2022-03-29,17,1
2022-03-31,24,3
2022-04-01,6,2
2022-04-02,62,2
2022-04-03,3,1
2022-04-06,16,1
2022-04-07,11,2
2022-04-10,42,1
2022-04-11,3,1
2022-04-12,7,3
2022-04-13,2,2
2022-04-14,3,2
2022-04-15,1,1
2022-04-16,1,1
2022-04-17,14,3
2022-04-18,2,2
2022-04-19,12,4
2022-04-20,9,3
2022-04-21,4,3
2022-04-22,1,1
2022-04-23,1,1
2022-04-24,1,1
2022-04-25,6,3
2022-04-26,12,2
2022-04-27,1,1
2022-04-28,1,1
2022-04-29,1,1
2022-04-30,1,1
2022-05-01,1,1
2022-05-02,31,3
2022-05-03,1,1
2022-05-04,6,2
2022-05-05,1,1
2022-05-06,1,1
2022-05-07,1,1
2022-05-08,1,1
2022-05-09,2,2
2022-05-10,7,3
2022-05-11,5,4
2022-05-12,19,2
2022-05-13,3,3
2022-05-14,3,2
2022-05-15,6,3
2022-05-16,2,2
2022-05-17,11,2
2022-05-18,12,4
2022-05-19,24,2
2022-05-20,14,2
2022-05-21,1,1
2022-05-22,2,2
2022-05-23,2,2
2022-05-24,1,1
2022-05-25,1,1
2022-05-26,16,3
2022-05-27,50,3
2022-05-28,2,2
2022-05-29,5,2
2022-05-30,1,1
2022-05-31,1,1
2022-06-01,20,3
2022-06-02,3,3
2022-06-03,2,2
2022-06-04,1,1
2022-06-05,8,2
2022-06-06,2,2
2022-06-07,1,1
2022-06-08,4,2
2022-06-09,7,2
2022-06-10,2,2
2022-06-11,1,1
2022-06-12,1,1
2022-06-13,2,2
2022-06-14,1,1
2022-06-15,1,1
2022-06-16,1,1
2022-06-17,1,1
2022-06-18,4,2
2022-06-19,1,1
2022-06-20,38,3
2022-06-21,102,6
2022-06-22,21,3
2022-06-23,2,2
2022-06-24,25,3
2022-06-25,1,1
2022-06-26,1,1
2022-06-27,1,1
2022-06-28,1,1
2022-06-29,3,2
2022-06-30,27,4
2022-07-01,6,3
2022-07-02,1,1
2022-07-03,1,1
2022-07-04,14,2
2022-07-05,3,2
2022-07-06,2,2
2022-07-07,14,3
2022-07-08,1,1
2022-07-09,1,1
2022-07-10,12,3
2022-07-11,1,1
2022-07-12,7,2
2022-07-13,1,1
2022-07-14,2,2
2022-07-15,1,1
2022-07-16,14,5
2022-07-17,2,2
2022-07-18,1,1
2022-07-19,2,2
2022-07-20,5,2
2022-07-21,5,2
2022-07-22,1,1
2022-07-23,3,2
2022-07-24,1,1
2022-07-25,18,3
2022-07-26,1,1
2022-07-27,4,2
2022-07-28,1,1
2022-07-29,2,2
2022-07-30,1,1
2022-07-31,1,1
2022-08-01,1,1
2022-08-02,16,3
2022-08-03,17,6
2022-08-04,2,2
2022-08-05,1,1
2022-08-06,1,1
2022-08-07,3,2
2022-08-08,1,1
2022-08-09,1,1
2022-08-10,52,5
2022-08-11,6,4
2022-08-12,1,1
2022-08-13,17,5
2022-08-14,18,2
2022-08-15,2,2
2022-08-16,6,2
2022-08-17,7,2
2022-08-18,1,1
2022-08-19,52,2
2022-08-20,14,3
2022-08-21,66,2
2022-08-22,1,1
2022-08-23,53,3
2022-08-24,52,3
2022-08-25,39,2
2022-08-26,2,2
2022-08-27,2,2
2022-08-28,3,3
2022-08-29,2,2
2022-08-30,6,2
2022-08-31,44,2
2022-09-01,1,1
2022-09-02,1,1
2022-09-06,6,1
2022-09-08,5,2
2022-09-10,3,3
2022-09-11,13,3
2022-09-12,2,2
2022-09-13,2,2
2022-09-14,3,2
2022-09-15,7,4
2022-09-16,14,3
2022-09-17,8,2
2022-09-18,25,4
2022-09-19,1,1
2022-09-20,16,3
2022-09-21,1,1
2022-09-22,2,2
2022-09-23,10,3
2022-09-24,9,2
2022-09-25,1,1
2022-09-26,16,2
2022-09-27,9,3
2022-09-28,1,1
2022-09-29,1,1
2022-09-30,3,2
2022-10-01,8,3
2022-10-02,5,2
2022-10-03,1,1
2022-10-04,1,1
2022-10-05,1,1
2022-10-06,1,1
2022-10-07,2,2
2022-10-08,1,1
2022-10-09,10,3
2022-10-10,2,2
2022-10-11,35,2
2022-10-12,41,2
2022-10-13,1,1
2022-10-14,1,1
2022-10-15,3,2
2022-10-16,1,1
2022-10-17,1,1
2022-10-18,1,1
2022-10-19,21,3
2022-10-20,2,2
2022-10-21,12,3
2022-10-22,1,1
2022-10-23,8,3
2022-10-24,2,2
2022-10-25,8,5
2022-10-26,1,1
2022-10-27,1,1
2022-10-28,4,2
2022-10-29,6,3
2022-10-30,37,3
2022-10-31,4,2
2022-11-01,4,3
2022-11-02,20,3
2022-11-03,25,6
2022-11-04,16,3
2022-11-05,1,1
2022-11-06,1,1
2022-11-07,46,4
2022-11-08,1,1
2022-11-09,8,2
2022-11-10,1,1
2022-11-11,8,3
2022-11-12,1,1
2022-11-13,1,1
2022-11-14,59,5
2022-11-15,2,2
2022-11-16,3,2
2022-11-17,2,2
2022-11-18,47,3
2022-11-19,2,2
2022-11-20,15,2
2022-11-21,12,4
2022-11-22,95,6
2022-11-23,13,4
2022-11-24,37,5
2022-11-25,9,5
2022-11-26,3,3
2022-11-27,1,1
2022-11-28,19,3
2022-11-29,2,2
2022-11-30,15,5
2022-12-01,1,1
2022-12-02,32,4
2022-12-03,4,4
2022-12-04,28,8
2022-12-05,85,3
2022-12-06,4,2
2022-12-07,9,4
2022-12-08,13,3
2022-12-09,2,2
2022-12-10,143,2
2022-12-11,12,5
2022-12-12,99,10
2022-12-13,1,1
2022-12-14,4,2
2022-12-15,5,2
2022-12-16,5,2
2022-12-17,9,3
2022-12-18,21,3
2022-12-19,1,1
2022-12-20,3,2
2022-12-21,1,1
2022-12-22,1,1
2022-12-23,5,2
2022-12-24,18,3
2022-12-25,6,2
2022-12-26,10,2
2022-12-27,1,1
2022-12-28,4,2
2022-12-29,3,2
2022-12-30,1,1
2022-12-31,1,1
2023-01-01,1,1
2023-01-02,3,2
2023-01-03,7,3
2023-01-04,2,2
2023-01-05,4,2
2023-01-06,1,1
2023-01-07,1,1
2023-01-08,5,3
2023-01-09,1,1
2023-01-10,1,1
2023-01-11,26,3
2023-01-12,3,2
2023-01-13,3,2
2023-01-14,1,1
2023-01-15,1,1
2023-01-16,1,1
2023-01-17,1,1
2023-01-18,1,1
2023-01-19,8,2
2023-01-20,9,3
2023-01-21,1,1
2023-01-22,55,4
2023-01-23,14,3
2023-01-24,12,4
2023-01-25,2,1
2023-01-27,1,1
2023-01-28,13,4
2023-01-29,21,4
2023-01-30,9,2
2023-01-31,9,2
2023-02-01,24,5
2023-02-02,42,5
2023-02-03,92,6
2023-02-04,8,2
2023-02-05,3,3
2023-02-06,3,2
2023-02-07,34,3
2023-02-09,2,1
2023-02-10,47,4
2023-02-12,8,3
2023-02-13,19,2
2023-02-14,15,1
2023-02-17,8,4
2023-02-18,3,1
2023-02-19,10,3
2023-02-20,54,1
2023-02-21,8,4
2023-02-22,8,4
2023-02-23,2,2
2023-02-24,4,4
2023-02-25,2,1
2023-02-28,8,2
2023-03-01,2,2
2023-03-02,2,2
2023-03-03,1,1
2023-03-04,2,1
2023-03-05,8,1
2023-03-06,8,1
2023-03-07,44,1
2023-03-08,21,2
2023-03-09,2,1
2023-03-10,44,4
2023-03-11,10,2
2023-03-12,1,1
2023-03-13,5,2
2023-03-15,19,1
2023-03-16,3,1
2023-03-19,2,1
2023-03-20,3,1
2023-03-21,1,1
2023-03-24,1,1
2023-03-25,11,1
2023-03-27,1,1
2023-03-28,1,1
2023-03-29,1,1
2023-03-30,7,2
2023-03-31,1,1
2023-04-02,6,2
2023-04-04,10,3
2023-04-05,4,1
2023-04-06,7,2
2023-04-08,64,5
2023-04-10,11,1
2023-04-11,47,2
2023-04-14,19,4
2023-04-18,19,1
2023-04-20,8,1
2023-04-23,2,1
2023-04-24,15,2
2023-04-25,7,1
2023-04-27,10,1
2023-04-28,3,1
2023-04-29,10,3
2023-05-02,1,1
2023-05-04,5,1
2023-05-05,27,15
2023-05-06,19,19
2023-05-07,31,30
2023-05-08,51,50
2023-05-09,315,295
2023-05-10,292,275
2023-05-11,336,312
2023-05-12,164,155
2023-05-13,92,89
2023-05-14,24,24
2023-05-16,50,48
2023-05-17,70,70
2023-05-18,45,45
2023-05-19,36,30
2023-05-20,46,25
2023-05-21,56,25
2023-05-22,30,26
2023-05-23,41,39
2023-05-24,54,47
2023-05-25,63,62
2023-05-26,83,80
2023-05-27,128,126
2023-05-28,142,138
2023-05-29,166,162
2023-05-30,57,55
2023-05-31,50,49
2023-06-01,136,127
2023-06-02,175,171
2023-06-03,159,138
2023-06-04,128,126
2023-06-05,54,54
2023-06-06,47,46
2023-06-07,108,108
2023-06-08,65,64
2023-06-09,49,17

